  0%|                                                                       | 0/16200 [00:00<?, ?it/s]/root/miniconda3/lib/python3.12/site-packages/transformers/models/encoder_decoder/modeling_encoder_decoder.py:557: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.detach().clone() or sourceTensor.detach().clone().requires_grad_(True), rather than tensor.new_tensor(sourceTensor).
{'loss': 3.8621, 'grad_norm': 5.268479347229004, 'learning_rate': 0.00018697530864197532, 'epoch': 0.2}
{'loss': 4.2456, 'grad_norm': 5.242626667022705, 'learning_rate': 0.0001869135802469136, 'epoch': 0.2}
{'loss': 3.0113, 'grad_norm': 6.298603534698486, 'learning_rate': 0.00018685185185185187, 'epoch': 0.2}
{'loss': 3.9879, 'grad_norm': 14.892535209655762, 'learning_rate': 0.0001867901234567901, 'epoch': 0.2}
{'loss': 3.2103, 'grad_norm': 6.1169304847717285, 'learning_rate': 0.0001867283950617284, 'epoch': 0.2}
{'loss': 3.0339, 'grad_norm': 7.731891632080078, 'learning_rate': 0.0001866666666666667, 'epoch': 0.2}
{'loss': 3.3947, 'grad_norm': 7.0089111328125, 'learning_rate': 0.00018660493827160493, 'epoch': 0.2}
{'loss': 3.1688, 'grad_norm': 5.184998512268066, 'learning_rate': 0.0001865432098765432, 'epoch': 0.2}
{'loss': 3.1275, 'grad_norm': 5.5753493309021, 'learning_rate': 0.0001864814814814815, 'epoch': 0.2}
{'loss': 3.0658, 'grad_norm': 13.341964721679688, 'learning_rate': 0.00018641975308641978, 'epoch': 0.2}
{'loss': 3.5757, 'grad_norm': 7.869340419769287, 'learning_rate': 0.00018635802469135803, 'epoch': 0.21}
{'loss': 3.4016, 'grad_norm': 6.3000054359436035, 'learning_rate': 0.0001862962962962963, 'epoch': 0.21}
{'loss': 3.732, 'grad_norm': 4.754044055938721, 'learning_rate': 0.00018623456790123458, 'epoch': 0.21}
{'loss': 3.4943, 'grad_norm': 11.526768684387207, 'learning_rate': 0.00018617283950617285, 'epoch': 0.21}
{'loss': 3.5302, 'grad_norm': 9.061134338378906, 'learning_rate': 0.00018611111111111112, 'epoch': 0.21}
{'loss': 2.6858, 'grad_norm': 7.2419843673706055, 'learning_rate': 0.0001860493827160494, 'epoch': 0.21}
{'loss': 2.7967, 'grad_norm': 5.2246413230896, 'learning_rate': 0.00018598765432098767, 'epoch': 0.21}
{'loss': 2.9792, 'grad_norm': 6.952796936035156, 'learning_rate': 0.00018592592592592592, 'epoch': 0.21}
{'loss': 2.9648, 'grad_norm': 5.18582820892334, 'learning_rate': 0.00018586419753086422, 'epoch': 0.21}
{'loss': 3.1145, 'grad_norm': 4.740078926086426, 'learning_rate': 0.0001858024691358025, 'epoch': 0.21}
{'loss': 3.3021, 'grad_norm': 6.588246822357178, 'learning_rate': 0.00018574074074074074, 'epoch': 0.21}
{'loss': 2.9493, 'grad_norm': 4.899299621582031, 'learning_rate': 0.000185679012345679, 'epoch': 0.22}
{'loss': 3.0002, 'grad_norm': 5.713747024536133, 'learning_rate': 0.0001856172839506173, 'epoch': 0.22}
{'loss': 3.6392, 'grad_norm': 5.56520414352417, 'learning_rate': 0.00018555555555555556, 'epoch': 0.22}
{'loss': 3.929, 'grad_norm': 5.8960676193237305, 'learning_rate': 0.00018549382716049383, 'epoch': 0.22}
{'loss': 3.0052, 'grad_norm': 4.966411113739014, 'learning_rate': 0.0001854320987654321, 'epoch': 0.22}
{'loss': 3.0502, 'grad_norm': 10.226622581481934, 'learning_rate': 0.00018537037037037038, 'epoch': 0.22}
{'loss': 3.2816, 'grad_norm': 4.126611709594727, 'learning_rate': 0.00018530864197530866, 'epoch': 0.22}
{'loss': 3.0915, 'grad_norm': 12.623927116394043, 'learning_rate': 0.00018524691358024693, 'epoch': 0.22}
{'loss': 2.8909, 'grad_norm': 5.439854145050049, 'learning_rate': 0.0001851851851851852, 'epoch': 0.22}
{'loss': 3.3593, 'grad_norm': 5.0664262771606445, 'learning_rate': 0.00018512345679012345, 'epoch': 0.22}
{'loss': 2.8229, 'grad_norm': 6.551376819610596, 'learning_rate': 0.00018506172839506172, 'epoch': 0.23}
{'loss': 3.2565, 'grad_norm': 7.364134311676025, 'learning_rate': 0.00018500000000000002, 'epoch': 0.23}
{'loss': 2.7307, 'grad_norm': 4.79791259765625, 'learning_rate': 0.00018493827160493827, 'epoch': 0.23}
{'loss': 3.1408, 'grad_norm': 6.871981143951416, 'learning_rate': 0.00018487654320987654, 'epoch': 0.23}
{'loss': 3.088, 'grad_norm': 5.47735071182251, 'learning_rate': 0.00018481481481481482, 'epoch': 0.23}
{'loss': 2.8053, 'grad_norm': 4.932888507843018, 'learning_rate': 0.0001847530864197531, 'epoch': 0.23}
{'loss': 3.3223, 'grad_norm': 4.586861610412598, 'learning_rate': 0.00018469135802469137, 'epoch': 0.23}
{'loss': 3.401, 'grad_norm': 4.527710914611816, 'learning_rate': 0.00018462962962962964, 'epoch': 0.23}
{'loss': 3.1785, 'grad_norm': 11.394593238830566, 'learning_rate': 0.00018456790123456791, 'epoch': 0.23}
{'loss': 3.2652, 'grad_norm': 11.33835506439209, 'learning_rate': 0.0001845061728395062, 'epoch': 0.23}
{'loss': 3.1384, 'grad_norm': 8.114599227905273, 'learning_rate': 0.00018444444444444446, 'epoch': 0.23}
{'loss': 2.5333, 'grad_norm': 5.4373040199279785, 'learning_rate': 0.00018438271604938274, 'epoch': 0.24}
{'loss': 2.7176, 'grad_norm': 5.642034530639648, 'learning_rate': 0.000184320987654321, 'epoch': 0.24}
{'loss': 3.715, 'grad_norm': 21.82872200012207, 'learning_rate': 0.00018425925925925926, 'epoch': 0.24}
{'loss': 3.0391, 'grad_norm': 5.829474449157715, 'learning_rate': 0.00018419753086419753, 'epoch': 0.24}
{'loss': 2.7974, 'grad_norm': 5.590964317321777, 'learning_rate': 0.00018413580246913583, 'epoch': 0.24}
{'loss': 2.726, 'grad_norm': 6.116664409637451, 'learning_rate': 0.00018407407407407408, 'epoch': 0.24}
{'loss': 3.015, 'grad_norm': 4.712342262268066, 'learning_rate': 0.00018401234567901235, 'epoch': 0.24}
{'loss': 3.1409, 'grad_norm': 6.929386615753174, 'learning_rate': 0.00018395061728395062, 'epoch': 0.24}
{'loss': 2.576, 'grad_norm': 8.784074783325195, 'learning_rate': 0.0001838888888888889, 'epoch': 0.24}
{'loss': 2.8293, 'grad_norm': 4.994351863861084, 'learning_rate': 0.00018382716049382717, 'epoch': 0.24}
{'loss': 3.294, 'grad_norm': 5.0443434715271, 'learning_rate': 0.00018376543209876545, 'epoch': 0.24}
{'loss': 4.0351, 'grad_norm': 8.64999771118164, 'learning_rate': 0.00018370370370370372, 'epoch': 0.25}
{'loss': 3.3749, 'grad_norm': 6.504336833953857, 'learning_rate': 0.00018364197530864197, 'epoch': 0.25}
{'loss': 3.2747, 'grad_norm': 12.726982116699219, 'learning_rate': 0.00018358024691358024, 'epoch': 0.25}
{'loss': 2.8643, 'grad_norm': 4.5813798904418945, 'learning_rate': 0.00018351851851851854, 'epoch': 0.25}
{'loss': 2.5607, 'grad_norm': 4.126575469970703, 'learning_rate': 0.0001834567901234568, 'epoch': 0.25}
{'loss': 2.8855, 'grad_norm': 9.124002456665039, 'learning_rate': 0.00018339506172839506, 'epoch': 0.25}
{'loss': 3.3759, 'grad_norm': 5.395801067352295, 'learning_rate': 0.00018333333333333334, 'epoch': 0.25}
{'loss': 3.7628, 'grad_norm': 8.634346008300781, 'learning_rate': 0.00018327160493827164, 'epoch': 0.25}
{'loss': 3.1561, 'grad_norm': 5.316288948059082, 'learning_rate': 0.00018320987654320988, 'epoch': 0.25}
{'loss': 3.0706, 'grad_norm': 5.52078914642334, 'learning_rate': 0.00018314814814814816, 'epoch': 0.25}
{'loss': 2.8348, 'grad_norm': 7.958326816558838, 'learning_rate': 0.00018308641975308643, 'epoch': 0.25}
{'loss': 2.5639, 'grad_norm': 3.9837722778320312, 'learning_rate': 0.0001830246913580247, 'epoch': 0.26}
{'loss': 3.6565, 'grad_norm': 7.105870246887207, 'learning_rate': 0.00018296296296296298, 'epoch': 0.26}
{'loss': 3.4802, 'grad_norm': 8.31205940246582, 'learning_rate': 0.00018290123456790125, 'epoch': 0.26}
{'loss': 2.8636, 'grad_norm': 5.116549491882324, 'learning_rate': 0.00018283950617283953, 'epoch': 0.26}
{'loss': 3.3407, 'grad_norm': 6.968352317810059, 'learning_rate': 0.00018277777777777777, 'epoch': 0.26}
{'loss': 4.0326, 'grad_norm': 9.921187400817871, 'learning_rate': 0.00018271604938271605, 'epoch': 0.26}
{'loss': 2.8336, 'grad_norm': 6.457816123962402, 'learning_rate': 0.00018265432098765435, 'epoch': 0.26}
{'loss': 2.8374, 'grad_norm': 7.150948524475098, 'learning_rate': 0.0001825925925925926, 'epoch': 0.26}
{'loss': 3.0827, 'grad_norm': 9.445368766784668, 'learning_rate': 0.00018253086419753087, 'epoch': 0.26}
{'loss': 3.1502, 'grad_norm': 5.226698875427246, 'learning_rate': 0.00018246913580246914, 'epoch': 0.26}
{'loss': 3.6798, 'grad_norm': 10.845035552978516, 'learning_rate': 0.00018240740740740742, 'epoch': 0.26}
{'loss': 3.2827, 'grad_norm': 8.473514556884766, 'learning_rate': 0.0001823456790123457, 'epoch': 0.27}
{'loss': 3.5014, 'grad_norm': 7.070474624633789, 'learning_rate': 0.00018228395061728396, 'epoch': 0.27}
{'loss': 3.7025, 'grad_norm': 5.461257457733154, 'learning_rate': 0.00018222222222222224, 'epoch': 0.27}
{'loss': 3.4623, 'grad_norm': 4.9968976974487305, 'learning_rate': 0.00018216049382716048, 'epoch': 0.27}
{'loss': 3.0867, 'grad_norm': 9.076019287109375, 'learning_rate': 0.00018209876543209878, 'epoch': 0.27}
{'loss': 3.1145, 'grad_norm': 17.341163635253906, 'learning_rate': 0.00018203703703703706, 'epoch': 0.27}
{'loss': 3.347, 'grad_norm': 8.166594505310059, 'learning_rate': 0.0001819753086419753, 'epoch': 0.27}
{'loss': 3.0074, 'grad_norm': 5.315151691436768, 'learning_rate': 0.00018191358024691358, 'epoch': 0.27}
{'loss': 3.3323, 'grad_norm': 5.042641639709473, 'learning_rate': 0.00018185185185185185, 'epoch': 0.27}
{'loss': 3.0918, 'grad_norm': 8.984641075134277, 'learning_rate': 0.00018179012345679015, 'epoch': 0.27}
{'loss': 2.998, 'grad_norm': 5.8546671867370605, 'learning_rate': 0.0001817283950617284, 'epoch': 0.28}
{'loss': 2.5057, 'grad_norm': 5.247723579406738, 'learning_rate': 0.00018166666666666667, 'epoch': 0.28}
{'loss': 2.9251, 'grad_norm': 13.420929908752441, 'learning_rate': 0.00018160493827160495, 'epoch': 0.28}
{'loss': 3.0622, 'grad_norm': 8.2620267868042, 'learning_rate': 0.00018154320987654322, 'epoch': 0.28}
  warnings.warn(                                  
{'eval_loss': 2.9340219497680664, 'eval_runtime': 413.0152, 'eval_samples_per_second': 1.453, 'eval_steps_per_second': 1.453, 'epoch': 0.28}
/root/miniconda3/lib/python3.12/site-packages/transformers/models/encoder_decoder/modeling_encoder_decoder.py:557: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.detach().clone() or sourceTensor.detach().clone().requires_grad_(True), rather than tensor.new_tensor(sourceTensor).
  decoder_attention_mask = decoder_input_ids.new_tensor(decoder_input_ids != self.config.pad_token_id)
/root/miniconda3/lib/python3.12/site-packages/transformers/models/encoder_decoder/modeling_encoder_decoder.py:577: FutureWarning: Version v4.12.0 introduces a better way to train encoder-decoder models by computing the loss inside the encoder-decoder framework rather than in the decoder itself. You may observe training discrepancies if fine-tuning a model trained with versions anterior to 4.12.0. The decoder_input_ids are now created based on the labels, no need to pass them yourself anymore.
  warnings.warn(DEPRECATION_WARNING, FutureWarning)
                                                  
{'loss': 2.9851, 'grad_norm': 6.2600603103637695, 'learning_rate': 0.0001814814814814815, 'epoch': 0.28}
{'loss': 2.9844, 'grad_norm': 9.853693962097168, 'learning_rate': 0.00018141975308641977, 'epoch': 0.28}
{'loss': 2.8102, 'grad_norm': 6.26645040512085, 'learning_rate': 0.00018135802469135804, 'epoch': 0.28}
{'loss': 4.1056, 'grad_norm': 10.943058013916016, 'learning_rate': 0.0001812962962962963, 'epoch': 0.28}
{'loss': 2.8611, 'grad_norm': 6.139059543609619, 'learning_rate': 0.0001812345679012346, 'epoch': 0.28}
{'loss': 3.1659, 'grad_norm': 4.555965900421143, 'learning_rate': 0.00018117283950617286, 'epoch': 0.28}
{'loss': 2.7038, 'grad_norm': 7.142441272735596, 'learning_rate': 0.0001811111111111111, 'epoch': 0.28}
{'loss': 3.3235, 'grad_norm': 5.79142427444458, 'learning_rate': 0.00018104938271604938, 'epoch': 0.29}
{'loss': 2.7297, 'grad_norm': 5.01455020904541, 'learning_rate': 0.00018098765432098766, 'epoch': 0.29}
{'loss': 3.2649, 'grad_norm': 4.763707637786865, 'learning_rate': 0.00018092592592592593, 'epoch': 0.29}
{'loss': 3.1638, 'grad_norm': 9.371360778808594, 'learning_rate': 0.0001808641975308642, 'epoch': 0.29}
{'loss': 2.8281, 'grad_norm': 6.922119140625, 'learning_rate': 0.00018080246913580248, 'epoch': 0.29}
{'loss': 3.4746, 'grad_norm': 5.181164741516113, 'learning_rate': 0.00018074074074074075, 'epoch': 0.29}
{'loss': 3.173, 'grad_norm': 4.5001220703125, 'learning_rate': 0.000180679012345679, 'epoch': 0.29}
{'loss': 3.1821, 'grad_norm': 4.768124580383301, 'learning_rate': 0.0001806172839506173, 'epoch': 0.29}
{'loss': 3.1416, 'grad_norm': 6.986703395843506, 'learning_rate': 0.00018055555555555557, 'epoch': 0.29}
{'loss': 3.5925, 'grad_norm': 4.834737777709961, 'learning_rate': 0.00018049382716049382, 'epoch': 0.29}
{'loss': 3.5908, 'grad_norm': 6.252139568328857, 'learning_rate': 0.0001804320987654321, 'epoch': 0.29}
{'loss': 2.9212, 'grad_norm': 6.392021179199219, 'learning_rate': 0.0001803703703703704, 'epoch': 0.3}
{'loss': 3.5294, 'grad_norm': 6.8146467208862305, 'learning_rate': 0.00018030864197530867, 'epoch': 0.3}
{'loss': 3.6514, 'grad_norm': 6.343966484069824, 'learning_rate': 0.00018024691358024692, 'epoch': 0.3}
{'loss': 3.3447, 'grad_norm': 3.913264274597168, 'learning_rate': 0.0001801851851851852, 'epoch': 0.3}
{'loss': 2.8949, 'grad_norm': 4.444665431976318, 'learning_rate': 0.00018012345679012346, 'epoch': 0.3}
{'loss': 2.7699, 'grad_norm': 7.935741901397705, 'learning_rate': 0.00018006172839506174, 'epoch': 0.3}
{'loss': 3.2603, 'grad_norm': 5.890599250793457, 'learning_rate': 0.00018, 'epoch': 0.3}
{'loss': 2.7116, 'grad_norm': 3.668128490447998, 'learning_rate': 0.00017993827160493829, 'epoch': 0.3}
{'loss': 3.569, 'grad_norm': 6.470262050628662, 'learning_rate': 0.00017987654320987656, 'epoch': 0.3}
{'loss': 3.3172, 'grad_norm': 5.012662887573242, 'learning_rate': 0.0001798148148148148, 'epoch': 0.3}
{'loss': 4.2214, 'grad_norm': 11.054760932922363, 'learning_rate': 0.0001797530864197531, 'epoch': 0.3}
{'loss': 3.9457, 'grad_norm': 8.277628898620605, 'learning_rate': 0.00017969135802469138, 'epoch': 0.31}
{'loss': 3.8847, 'grad_norm': 5.121440887451172, 'learning_rate': 0.00017962962962962963, 'epoch': 0.31}
{'loss': 3.3624, 'grad_norm': 4.554723739624023, 'learning_rate': 0.0001795679012345679, 'epoch': 0.31}
{'loss': 3.3159, 'grad_norm': 6.837127685546875, 'learning_rate': 0.00017950617283950617, 'epoch': 0.31}
{'loss': 3.0681, 'grad_norm': 4.538522243499756, 'learning_rate': 0.00017944444444444445, 'epoch': 0.31}
{'loss': 3.0578, 'grad_norm': 5.502044677734375, 'learning_rate': 0.00017938271604938272, 'epoch': 0.31}
{'loss': 3.4292, 'grad_norm': 4.650655269622803, 'learning_rate': 0.000179320987654321, 'epoch': 0.31}
{'loss': 3.4598, 'grad_norm': 9.685264587402344, 'learning_rate': 0.00017925925925925927, 'epoch': 0.31}
{'loss': 2.555, 'grad_norm': 6.767502784729004, 'learning_rate': 0.00017919753086419754, 'epoch': 0.31}
{'loss': 3.1514, 'grad_norm': 4.109594821929932, 'learning_rate': 0.00017913580246913582, 'epoch': 0.31}
{'loss': 3.1053, 'grad_norm': 7.35987663269043, 'learning_rate': 0.0001790740740740741, 'epoch': 0.31}
{'loss': 3.6717, 'grad_norm': 6.75106954574585, 'learning_rate': 0.00017901234567901234, 'epoch': 0.32}
{'loss': 3.0476, 'grad_norm': 7.874790668487549, 'learning_rate': 0.0001789506172839506, 'epoch': 0.32}
{'loss': 3.3304, 'grad_norm': 4.654252052307129, 'learning_rate': 0.0001788888888888889, 'epoch': 0.32}
{'loss': 3.0221, 'grad_norm': 6.413415431976318, 'learning_rate': 0.00017882716049382719, 'epoch': 0.32}
{'loss': 4.1231, 'grad_norm': 4.524125099182129, 'learning_rate': 0.00017876543209876543, 'epoch': 0.32}
{'loss': 2.9496, 'grad_norm': 14.183981895446777, 'learning_rate': 0.0001787037037037037, 'epoch': 0.32}
{'loss': 3.2168, 'grad_norm': 5.4467854499816895, 'learning_rate': 0.00017864197530864198, 'epoch': 0.32}
{'loss': 3.117, 'grad_norm': 8.004175186157227, 'learning_rate': 0.00017858024691358025, 'epoch': 0.32}
{'loss': 2.8455, 'grad_norm': 4.803330421447754, 'learning_rate': 0.00017851851851851853, 'epoch': 0.32}
{'loss': 3.2313, 'grad_norm': 4.504850387573242, 'learning_rate': 0.0001784567901234568, 'epoch': 0.32}
{'loss': 3.9075, 'grad_norm': 25.422515869140625, 'learning_rate': 0.00017839506172839508, 'epoch': 0.33}
{'loss': 2.4759, 'grad_norm': 5.180099010467529, 'learning_rate': 0.00017833333333333335, 'epoch': 0.33}
{'loss': 2.6085, 'grad_norm': 6.087046146392822, 'learning_rate': 0.00017827160493827162, 'epoch': 0.33}
{'loss': 2.9779, 'grad_norm': 4.878492832183838, 'learning_rate': 0.0001782098765432099, 'epoch': 0.33}
{'loss': 3.5819, 'grad_norm': 6.784118175506592, 'learning_rate': 0.00017814814814814814, 'epoch': 0.33}
{'loss': 3.9327, 'grad_norm': 6.268719673156738, 'learning_rate': 0.00017808641975308642, 'epoch': 0.33}
{'loss': 3.4243, 'grad_norm': 13.020895957946777, 'learning_rate': 0.00017802469135802472, 'epoch': 0.33}
{'loss': 2.3756, 'grad_norm': 10.331538200378418, 'learning_rate': 0.00017796296296296296, 'epoch': 0.33}
{'loss': 2.8006, 'grad_norm': 4.768280506134033, 'learning_rate': 0.00017790123456790124, 'epoch': 0.33}
{'loss': 2.7173, 'grad_norm': 9.001670837402344, 'learning_rate': 0.0001778395061728395, 'epoch': 0.33}
{'loss': 3.1711, 'grad_norm': 5.878404140472412, 'learning_rate': 0.00017777777777777779, 'epoch': 0.33}
{'loss': 2.984, 'grad_norm': 5.399944305419922, 'learning_rate': 0.00017771604938271606, 'epoch': 0.34}
{'loss': 3.4909, 'grad_norm': 4.672999382019043, 'learning_rate': 0.00017765432098765433, 'epoch': 0.34}
{'loss': 3.1704, 'grad_norm': 5.519278049468994, 'learning_rate': 0.0001775925925925926, 'epoch': 0.34}
{'loss': 3.7182, 'grad_norm': 4.191612720489502, 'learning_rate': 0.00017753086419753085, 'epoch': 0.34}
{'loss': 3.3206, 'grad_norm': 3.7511537075042725, 'learning_rate': 0.00017746913580246916, 'epoch': 0.34}
{'loss': 2.8728, 'grad_norm': 5.875454425811768, 'learning_rate': 0.00017740740740740743, 'epoch': 0.34}
{'loss': 3.6111, 'grad_norm': 3.557494878768921, 'learning_rate': 0.00017734567901234568, 'epoch': 0.34}
{'loss': 2.886, 'grad_norm': 8.091696739196777, 'learning_rate': 0.00017728395061728395, 'epoch': 0.34}
{'loss': 2.9275, 'grad_norm': 21.304332733154297, 'learning_rate': 0.00017722222222222222, 'epoch': 0.34}
{'loss': 3.6, 'grad_norm': 5.069077968597412, 'learning_rate': 0.00017716049382716052, 'epoch': 0.34}
{'loss': 2.9614, 'grad_norm': 5.6845502853393555, 'learning_rate': 0.00017709876543209877, 'epoch': 0.34}
{'loss': 2.7923, 'grad_norm': 6.214137554168701, 'learning_rate': 0.00017703703703703704, 'epoch': 0.35}
{'loss': 3.384, 'grad_norm': 4.866084098815918, 'learning_rate': 0.00017697530864197532, 'epoch': 0.35}
{'loss': 3.8189, 'grad_norm': 27.819454193115234, 'learning_rate': 0.0001769135802469136, 'epoch': 0.35}
{'loss': 3.4731, 'grad_norm': 5.89988899230957, 'learning_rate': 0.00017685185185185187, 'epoch': 0.35}
{'loss': 3.0224, 'grad_norm': 3.8406553268432617, 'learning_rate': 0.00017679012345679014, 'epoch': 0.35}
{'loss': 3.2646, 'grad_norm': 4.679866313934326, 'learning_rate': 0.0001767283950617284, 'epoch': 0.35}
{'loss': 3.363, 'grad_norm': 5.769514560699463, 'learning_rate': 0.00017666666666666666, 'epoch': 0.35}
{'loss': 2.9989, 'grad_norm': 8.616857528686523, 'learning_rate': 0.00017660493827160493, 'epoch': 0.35}
{'loss': 3.1802, 'grad_norm': 6.3271260261535645, 'learning_rate': 0.00017654320987654323, 'epoch': 0.35}
{'loss': 3.2199, 'grad_norm': 5.862753391265869, 'learning_rate': 0.00017648148148148148, 'epoch': 0.35}
{'loss': 2.7944, 'grad_norm': 3.7858974933624268, 'learning_rate': 0.00017641975308641976, 'epoch': 0.35}
{'loss': 2.8458, 'grad_norm': 15.3825101852417, 'learning_rate': 0.00017635802469135803, 'epoch': 0.36}
